city,x,y
76,2.618333e+05,9.812278e+05
77,2.619028e+05,9.769583e+05
78,2.619167e+05,8.009667e+05
79,2.619444e+05,9.818333e+05
80,2.620222e+05,8.009417e+05
81,2.620306e+05,9.822972e+05
82,2.621556e+05,983250
83,2.621889e+05,8.179194e+05
84,2.622556e+05,9.775778e+05
85,262350,9.758167e+05
86,262375,801250
87,2.624417e+05,8.020667e+05
88,2.624667e+05,9.848111e+05
89,2.624833e+05,9.773361e+05
90,2.625639e+05,9.782472e+05
91,2.626139e+05,8.180944e+05
92,262825,8.010722e+05
93,2.628694e+05,9.831306e+05
94,2.629306e+05,9.799278e+05
95,2.629361e+05,8.007917e+05
96,2.629361e+05,9.796028e+05
97,2.629833e+05,9.792833e+05
98,2.630139e+05,9.816306e+05
99,2.631806e+05,801000
100,2.633056e+05,8.182694e+05
101,2.633944e+05,8.177889e+05
102,2.635833e+05,8.008333e+05
103,2.637278e+05,9.797139e+05
104,2.637944e+05,988200
105,2.639917e+05,8.006583e+05
106,2.640472e+05,9.901556e+05
107,2.641194e+05,9.778944e+05
108,2.641833e+05,814175
109,2.644222e+05,9.801361e+05
110,2.644861e+05,820225
111,2.645167e+05,8.194833e+05
112,2.646111e+05,8.007306e+05
113,2.646694e+05,8.180167e+05
114,265250,8.006667e+05
115,2.652667e+05,8.004861e+05
116,265625,8.194972e+05
117,2.656611e+05,8.005361e+05
118,2.658639e+05,8.005222e+05
119,2.658861e+05,8.003889e+05
120,2.661556e+05,8.005722e+05
121,2.662333e+05,8.012556e+05
122,266250,816250
123,2.664028e+05,818725
124,266450,8.007611e+05
125,2.666361e+05,8.071639e+05
126,2.666694e+05,8.188028e+05
127,2.667444e+05,8.181528e+05
128,2.668417e+05,8.066778e+05
129,2.669083e+05,8.012028e+05
130,2.670528e+05,8.003667e+05
131,2.670889e+05,8.174611e+05
132,267150,8.005361e+05
133,2.673722e+05,8.095111e+05
134,2.675389e+05,8.093389e+05
135,267600,8.007389e+05
136,2.676139e+05,8.143861e+05
137,267750,8.005833e+05
138,2.677778e+05,8.003583e+05
139,268000,8.006667e+05
140,2.681722e+05,8.008222e+05
141,2.681972e+05,8.066556e+05
142,2.683278e+05,8.109333e+05
143,2.684167e+05,8.109639e+05
144,2.687944e+05,8.005361e+05
145,2.688333e+05,8.229028e+05
146,2.690694e+05,9.927111e+05
147,2.690972e+05,8.205417e+05
148,2.691389e+05,8.232722e+05
149,2.692944e+05,8.204556e+05
150,2.693389e+05,8.009444e+05
151,2.694667e+05,8.202611e+05
152,2.695806e+05,8.206722e+05
153,2.696139e+05,8.198417e+05
154,2.697583e+05,8.209083e+05
155,2.702694e+05,8.048583e+05
156,270500,822500
157,2.705278e+05,8.242444e+05
158,2.705667e+05,8.237861e+05
159,2.705917e+05,8.013667e+05
160,2.707278e+05,8.240778e+05
161,2.709944e+05,8.245444e+05
162,2.711889e+05,8.244444e+05
163,271300,8.245333e+05
164,2.714389e+05,8.020083e+05
165,271675,8.026639e+05
166,2.719583e+05,8.249056e+05
167,2.719722e+05,8.025306e+05
168,2.721556e+05,8.185861e+05
169,2.721722e+05,802700
170,2.721917e+05,8.023944e+05
171,2.722167e+05,8.249806e+05
172,2.722667e+05,9.814389e+05
173,2.724361e+05,808300
174,2.725167e+05,8.081417e+05
175,2.725417e+05,802300
176,2.728361e+05,8.248083e+05
177,2.729278e+05,8.136306e+05
178,2.730639e+05,9.867806e+05
179,2.732944e+05,8.245778e+05
180,2.733611e+05,8.253083e+05
181,2.736028e+05,9.812333e+05
182,2.740972e+05,8.256944e+05
183,2.741222e+05,8.265917e+05
184,2.742417e+05,8.258028e+05
185,274250,8.259056e+05
186,2.744639e+05,8.032583e+05
187,2.744722e+05,8.254639e+05
188,2.746667e+05,8.270417e+05
189,2.746889e+05,8.268639e+05
190,2.746917e+05,8.254167e+05
191,2.749306e+05,8.179611e+05
192,2.749528e+05,8.144111e+05
193,2.749722e+05,8.270917e+05
194,2.749861e+05,825750
195,2.750611e+05,9.950722e+05
196,2.751194e+05,8.263222e+05
197,2.751556e+05,9.785583e+05
198,2.752111e+05,825725
199,2.752139e+05,8.252778e+05
200,2.753083e+05,8.273361e+05
201,2.753556e+05,8.256139e+05
202,2.754278e+05,804025
203,2.754694e+05,8.181167e+05
204,2.758583e+05,9.779889e+05
205,2.759556e+05,8.150639e+05
206,2.759861e+05,9.840778e+05
207,2.763806e+05,8.182417e+05
208,2.763833e+05,803975
209,2.767417e+05,9.774833e+05
210,276750,8.040944e+05
211,2.771222e+05,8.229917e+05
212,2.771639e+05,8.038444e+05
213,2.772056e+05,8.243333e+05
214,2.774556e+05,8.153083e+05
215,2.774806e+05,8.043639e+05
216,2.774806e+05,8.270361e+05
217,2.775194e+05,8.180194e+05
218,2.775194e+05,9.806944e+05
219,2.775472e+05,8.273778e+05
220,2.776361e+05,9.823861e+05
221,277675,8.060167e+05
222,2.776889e+05,8.276917e+05
223,2.778139e+05,9.790833e+05
224,277900,9.766861e+05
225,277950,8.198056e+05
226,2.779778e+05,827975
227,2.780028e+05,9.739611e+05
228,2.780833e+05,8.281139e+05
229,2.781389e+05,8.277833e+05
230,2.781583e+05,8.282083e+05
231,2.782583e+05,8.282917e+05
232,2.783361e+05,9.706083e+05
233,2.783556e+05,8.049333e+05
234,278425,8.269972e+05
235,278625,8.284861e+05
236,278750,8.285139e+05
237,2.787694e+05,9.732361e+05
238,278775,9.721139e+05
239,2.788028e+05,8.050056e+05
240,278825,986175
241,278950,8.197361e+05
242,2.789611e+05,8.184333e+05
243,2.790111e+05,8.158611e+05
244,2.790917e+05,827875
245,2.790917e+05,9.714972e+05
246,2.791417e+05,8.270556e+05
247,2.792111e+05,8.281722e+05
248,2.792194e+05,9.728972e+05
249,2.792278e+05,8.284333e+05
250,2.793556e+05,8.280639e+05
251,279375,8.228611e+05
252,2.794556e+05,8.180056e+05
253,2.794722e+05,8.245861e+05
254,2.795028e+05,9.758194e+05
255,279525,8.172722e+05
256,2.795639e+05,9.793667e+05
257,279650,8.187806e+05
258,2.796556e+05,8.280028e+05
259,279675,8.197361e+05
260,2.797806e+05,8.175667e+05
261,2.797861e+05,8.161417e+05
262,2.797861e+05,9.739833e+05
263,2.799056e+05,8.269333e+05
264,2.799361e+05,8.169028e+05
265,2.799389e+05,8.221972e+05
266,2.799444e+05,8.173833e+05
267,2.800333e+05,8.056583e+05
268,2.800833e+05,8.190778e+05
269,2.801833e+05,8.211306e+05
270,2.801944e+05,8.277194e+05
271,2.802028e+05,9.705417e+05
272,2.802194e+05,8.173306e+05
273,2.802222e+05,8.161944e+05
274,2.803139e+05,820150
275,2.803389e+05,8.266528e+05
276,2.803417e+05,8.058889e+05
277,280350,8.238944e+05
278,2.803639e+05,9.750889e+05
279,2.804083e+05,9.935417e+05
280,2.804417e+05,8.162806e+05
281,2.806111e+05,9.704083e+05
282,280650,8.178889e+05
283,2.806806e+05,8.056056e+05
284,2.807139e+05,8.065361e+05
285,2.807194e+05,8.068028e+05
286,2.807778e+05,8.276389e+05
287,2.807861e+05,8.060278e+05
288,280850,8.066667e+05
289,2.808917e+05,8.056583e+05
290,2.809167e+05,8.172361e+05
291,2.809417e+05,9.782778e+05
292,2.811389e+05,8.161806e+05
293,2.811444e+05,8.197389e+05
294,2.812056e+05,8.202333e+05
295,2.813556e+05,8.067194e+05
296,2.814583e+05,8.275694e+05
297,2.814861e+05,8.058861e+05
298,2.815083e+05,8.246167e+05
299,2.816111e+05,8.160194e+05
300,2.817583e+05,8.059028e+05
301,2.818222e+05,8.182417e+05
302,281875,8.273972e+05
303,2.821639e+05,827225
304,2.823333e+05,8.218139e+05
305,2.823806e+05,9.731972e+05
306,2.824389e+05,8.271944e+05
307,2.825861e+05,8.145667e+05
308,2.827139e+05,8.271972e+05
309,2.829167e+05,8.140778e+05
310,283050,972750
311,2.831972e+05,8.060778e+05
312,2.833222e+05,9.811722e+05
313,2.833583e+05,8.227472e+05
314,2.835056e+05,8.072556e+05
315,2.836444e+05,8.219611e+05
316,2.838583e+05,8.074222e+05
317,2.840056e+05,9.774806e+05
318,2.840556e+05,806050
319,284150,9.671333e+05
320,2.843194e+05,8.076028e+05
321,2.843667e+05,9.923472e+05
322,2.845694e+05,8.139167e+05
323,2.845806e+05,8.135944e+05
324,284600,9.818222e+05
325,2.846556e+05,8.217222e+05
326,2.847167e+05,8.136806e+05
327,2.848583e+05,813725
328,2.849528e+05,815350
329,285025,8.133083e+05
330,2.850722e+05,8.217056e+05
331,2.852167e+05,9.986028e+05
332,2.853806e+05,8.137944e+05
333,2.853806e+05,8.146056e+05
334,2.854083e+05,8.130083e+05
335,2.854917e+05,8.177306e+05
336,2.855444e+05,8.110667e+05
337,2.855472e+05,8.163333e+05
338,285550,8.238806e+05
339,2.855778e+05,8.185139e+05
340,285650,8.158639e+05
341,2.856889e+05,8.154417e+05
342,2.857306e+05,9.956833e+05
343,2.857417e+05,8.174639e+05
344,2.857806e+05,8.188694e+05
345,2.859083e+05,8.139444e+05
346,2.859972e+05,8.133944e+05
347,2.860972e+05,8.205528e+05
348,2.861194e+05,8.080778e+05
349,2.861444e+05,8.138083e+05
350,2.861472e+05,9.662583e+05
351,2.861917e+05,8.144278e+05
352,2.864167e+05,8.112361e+05
353,286475,9.689222e+05
354,2.864889e+05,8.135139e+05
355,2.864972e+05,8.199278e+05
356,2.866083e+05,8.136583e+05
357,2.866139e+05,8.141917e+05
358,2.866167e+05,8.150972e+05
359,2.866472e+05,8.211306e+05
360,286650,808450
361,2.866722e+05,9.917028e+05
362,2.866806e+05,9.738806e+05
363,2.866972e+05,8.120833e+05
364,2.867722e+05,9.982778e+05
365,286775,8.132806e+05
366,2.867944e+05,965600
367,2.868028e+05,8.150972e+05
368,2.869861e+05,8.130833e+05
369,2.870778e+05,9.621722e+05
370,2.870889e+05,1.004992e+06
371,2.870944e+05,8.173306e+05
372,2.873083e+05,8.160139e+05
373,2.873944e+05,8.111528e+05
374,287500,8.229694e+05
375,2.875556e+05,820950
376,2.875861e+05,8.131806e+05
377,2.878111e+05,8.261528e+05
378,2.879944e+05,8.207028e+05
379,2.880028e+05,8.127333e+05
380,2.880222e+05,8.164472e+05
381,2.880389e+05,8.172583e+05
382,2.881056e+05,8.187806e+05
383,2.881889e+05,9.784833e+05
384,2.883556e+05,8.233056e+05
385,2.884028e+05,8.176889e+05
386,288525,8.168556e+05
387,2.886111e+05,8.190667e+05
388,2.886167e+05,9.870611e+05
389,288650,8.203917e+05
390,2.888306e+05,9.771278e+05
391,2.888472e+05,9.790056e+05
392,2.889194e+05,9.909472e+05
393,2.890028e+05,8.126389e+05
394,2.890056e+05,8.237472e+05
395,2.890222e+05,8.259278e+05
396,2.891722e+05,8.192306e+05
397,2.891778e+05,9.854611e+05
398,2.892917e+05,8.166583e+05
399,2.894083e+05,9.984944e+05
400,2.894417e+05,9.528861e+05
401,2.894861e+05,8.129889e+05
402,2.895389e+05,9.535944e+05
403,289600,960650
404,2.896694e+05,9.847833e+05
405,2.897833e+05,9.664583e+05
406,2.898056e+05,8.123361e+05
407,2.898083e+05,975025
408,289825,9.596917e+05
409,289825,9.801722e+05
410,2.898861e+05,809025
411,2.900278e+05,9.533167e+05
412,290175,9.588917e+05
413,2.902444e+05,9.539861e+05
414,2.902556e+05,8.092722e+05
415,2.902556e+05,8.097222e+05
416,2.902972e+05,8.271611e+05
417,290300,8.266889e+05
418,2.903361e+05,9.543417e+05
419,2.903861e+05,9.569833e+05
420,2.904028e+05,9.651333e+05
421,2.904028e+05,9.856778e+05
422,2.904417e+05,9.556889e+05
423,2.904889e+05,8.246111e+05
424,290550,820625
425,2.905583e+05,9.540972e+05
426,2.906944e+05,9.808167e+05
427,2.909361e+05,9.728889e+05
428,2.909611e+05,8.093722e+05
429,2.911917e+05,8.135167e+05
430,2.913333e+05,9.815583e+05
431,2.913833e+05,8.303528e+05
432,2.913972e+05,989050
433,2.914361e+05,956450
434,2.916556e+05,8.100472e+05
435,2.916917e+05,9.543167e+05
436,2.917583e+05,8.098306e+05
437,2.918694e+05,8.214028e+05
438,2.918944e+05,9.886222e+05
439,2.919639e+05,9.626944e+05
440,2.920944e+05,9.978583e+05
441,2.921056e+05,8.102306e+05
442,2.922611e+05,986575
443,2.922806e+05,9.534472e+05
444,2.923667e+05,9.795972e+05
445,2.923917e+05,8.146583e+05
446,2.924333e+05,8.103778e+05
447,2.926722e+05,9.776417e+05
448,2.928556e+05,8.105611e+05
449,292875,9.715167e+05
450,2.929472e+05,9.527861e+05
451,2.931028e+05,1004175
452,2.931056e+05,9.880972e+05
453,2.931139e+05,961025
454,2.931722e+05,9.946611e+05
455,2.934722e+05,9.914111e+05
456,2.934806e+05,9.501583e+05
457,2.934889e+05,8.106667e+05
458,2.935556e+05,9.887833e+05
459,2.935611e+05,9.811528e+05
460,293625,1.008964e+06
461,2.936639e+05,821975
462,2.937889e+05,902600
463,2.938361e+05,949025
464,2.938722e+05,8.244694e+05
465,2.939917e+05,958375
466,2.942361e+05,9.524389e+05
467,2.942389e+05,9.849333e+05
468,2.942889e+05,9.717028e+05
469,294300,8.151083e+05
470,2.943833e+05,9.059528e+05
471,2.944194e+05,9.029917e+05
472,2.944361e+05,9.694083e+05
473,294475,826425
474,2.945056e+05,9.599444e+05
475,2.945694e+05,9.463944e+05
476,2.946056e+05,9.505111e+05
477,294625,9.535778e+05
478,2.946306e+05,9.838528e+05
479,2.946583e+05,8.125806e+05
480,2.947472e+05,8.112722e+05
481,2.947472e+05,9.845056e+05
482,2.947861e+05,9.848722e+05
483,2.948028e+05,8.969389e+05
484,2.948222e+05,9.541528e+05
485,2.948306e+05,9.492194e+05
486,2.948472e+05,9.846556e+05
487,2.948778e+05,9.855139e+05
488,294950,9.861833e+05
489,295000,8.159167e+05
490,2.950139e+05,9.745222e+05
491,2.950444e+05,822800
492,2.950667e+05,9.499222e+05
493,2.950722e+05,9.509472e+05
494,2.951528e+05,983800
495,2.951778e+05,9.831583e+05
496,2.952306e+05,9.851611e+05
497,2.952917e+05,9.520083e+05
498,2.952972e+05,8.251917e+05
499,2.953083e+05,9.607083e+05
500,295375,907200
501,295425,9.033806e+05
502,295425,9.502028e+05
503,2.954722e+05,9.503194e+05
504,2.954778e+05,9.829083e+05
505,2.955194e+05,9.826944e+05
506,2.955333e+05,9.060222e+05
507,2.955694e+05,9.580833e+05
508,2.956056e+05,1.043717e+06
509,2.956139e+05,9.822667e+05
510,2.956333e+05,9.528583e+05
511,2.956389e+05,9.502528e+05
512,2.956861e+05,9.796444e+05
513,2.957111e+05,981400
514,2.957222e+05,9.038167e+05
515,2.957472e+05,971425
516,2.958194e+05,9.576056e+05
517,2.958222e+05,9.849056e+05
518,2.958472e+05,9.855222e+05
519,2.958944e+05,9.633333e+05
520,2.959167e+05,820875
521,2.959194e+05,9.803306e+05
522,2.959556e+05,9.071944e+05
523,2.960028e+05,9.848694e+05
524,2.961306e+05,8.281778e+05
525,2.961583e+05,955575
526,2.961833e+05,955375
527,2.961944e+05,9.563472e+05
528,296200,9.500972e+05
529,2.962361e+05,8.189056e+05
530,2.963111e+05,960650
531,2.963417e+05,8.312528e+05
532,2.964583e+05,9.053917e+05
533,2.964611e+05,8.260667e+05
534,2.964833e+05,8.163778e+05
535,2.965139e+05,823250
536,2.965806e+05,8.159861e+05
537,2.966222e+05,948900
538,2.966278e+05,9.523528e+05
539,2.966556e+05,9.501917e+05
540,2.966611e+05,9.110194e+05
541,2.966667e+05,9.010833e+05
542,2.966917e+05,1.000119e+06
543,2.967917e+05,9.597694e+05
544,2.968028e+05,9.764722e+05
545,2.968167e+05,9.690278e+05
546,296875,9.710833e+05
547,2.968944e+05,9.127083e+05
548,2.968972e+05,9.589944e+05
549,2.969083e+05,9.520889e+05
550,2.969306e+05,9.130194e+05
551,2.969444e+05,9.121889e+05
552,2.969917e+05,9.120667e+05
553,2.970278e+05,9.678028e+05
554,2.970278e+05,9.812417e+05
555,297050,9.512361e+05
556,2.970556e+05,9.545861e+05
557,2.970583e+05,9.543667e+05
558,2.970639e+05,9.653944e+05
559,2.971778e+05,8.150833e+05
560,2.971778e+05,9.543361e+05
561,2.972306e+05,9.012361e+05
562,2.972556e+05,8.498333e+05
563,2.972639e+05,9.907333e+05
564,2.972722e+05,9.059889e+05
565,2.973528e+05,9.497722e+05
566,2.973639e+05,8.487861e+05
567,2.974861e+05,9.660083e+05
568,2.975972e+05,9.551694e+05
569,2.976306e+05,9.536306e+05
570,2.976722e+05,9.523361e+05
571,2.976722e+05,9.552972e+05
572,2.977028e+05,9.549528e+05
573,2.977278e+05,946825
574,2.977583e+05,9.511444e+05
575,2.977722e+05,9.551694e+05
576,2.977806e+05,9.517167e+05
577,2.978056e+05,9.615694e+05
578,2.978556e+05,9.582417e+05
579,2.978583e+05,8.203167e+05
580,2.978583e+05,9.595083e+05
581,2.978944e+05,821675
582,2.978972e+05,9.438306e+05
583,2.979278e+05,9.610056e+05
584,2.979444e+05,9.873167e+05
585,2.979556e+05,8.249444e+05
586,2.979556e+05,9.082278e+05
587,2.979583e+05,9.150139e+05
588,297975,933250
589,2.981861e+05,9.505583e+05
590,298200,9.438389e+05
591,2.982361e+05,904750
592,2.982667e+05,8.259694e+05
593,2.983722e+05,9.095611e+05
594,2.983778e+05,9.154417e+05
595,298475,9.489056e+05
596,2.985306e+05,8.466444e+05
597,2.985472e+05,8.999056e+05
598,2.986778e+05,9.512806e+05
599,2.987972e+05,9.506278e+05
600,2.988306e+05,9.794111e+05
601,2.988472e+05,9.766972e+05
602,298875,9.556278e+05
603,2.989556e+05,8.989778e+05
604,2.989861e+05,9.392861e+05
605,2.989917e+05,9.010028e+05
606,2.990222e+05,9.550222e+05
607,2.990333e+05,9.007722e+05
608,2.990528e+05,9.687639e+05
609,2.990583e+05,9.014222e+05
610,2.990611e+05,9.035611e+05
611,299100,900325
612,2.991083e+05,9.166333e+05
613,2.991167e+05,9.506194e+05
614,2.991444e+05,9.005389e+05
615,299175,9.392417e+05
616,2.991833e+05,9.021083e+05
617,2.993194e+05,9.036639e+05
618,2.993222e+05,953800
619,2.993611e+05,9.067861e+05
620,2.994028e+05,9.020306e+05
621,2.994028e+05,9.102472e+05
622,299425,8.996333e+05
623,2.994278e+05,9.035167e+05
624,2.994389e+05,821100
625,2.994778e+05,8.541806e+05
626,2.994806e+05,9.198861e+05
627,2.994806e+05,9.391694e+05
628,299500,9.625694e+05
629,2.995417e+05,9.000528e+05
630,2.995444e+05,900750
631,2.995806e+05,9.203583e+05
632,2.995889e+05,8.292833e+05
633,299650,9.120306e+05
634,299675,9.890472e+05
635,2.997417e+05,9.399222e+05
636,2.997639e+05,9.040889e+05
637,2.997778e+05,9.038778e+05
638,2.997944e+05,8.181056e+05
639,2.998389e+05,9.015278e+05
640,2.998889e+05,9.787694e+05
641,2.999111e+05,9.395833e+05
642,2.999167e+05,8.167833e+05
643,2.999389e+05,9.024167e+05
644,2.999778e+05,9.228472e+05
645,2.999889e+05,9.041222e+05
646,3.000333e+05,9.181861e+05
647,3.001083e+05,9.071944e+05
648,3.001556e+05,1002050
649,3.002056e+05,9.384556e+05
650,300225,8.233972e+05
651,3.002583e+05,9.250833e+05
652,3.002722e+05,9.459139e+05
653,3.003556e+05,9.442417e+05
654,3.004028e+05,9.069889e+05
655,3.004389e+05,8.207194e+05
656,3.004639e+05,948850
657,3.004722e+05,9.068972e+05
658,3.004722e+05,991400
659,3.004778e+05,9.433556e+05
660,3.005278e+05,831750
661,3.005361e+05,9.055167e+05
662,3.005583e+05,9.061917e+05
663,3.005639e+05,9.173694e+05
664,3.005639e+05,9.592667e+05
665,3.006639e+05,904800
666,3.007722e+05,992400
667,3.008056e+05,9.267139e+05
668,3.008194e+05,9.375806e+05
669,300850,978400
670,3.008583e+05,9.410167e+05
671,3.009278e+05,9.373639e+05
672,3.009306e+05,959875
673,3.009722e+05,9.607806e+05
674,3.009778e+05,9.842111e+05
675,3.009944e+05,919900
676,3.010083e+05,9.099278e+05
677,301025,9.405167e+05
678,3.010889e+05,9.485806e+05
679,3.011028e+05,973150
680,301125,8.520056e+05
681,3.011306e+05,9.464278e+05
682,3.011722e+05,8.358194e+05
683,3.012167e+05,9.249806e+05
684,3.013083e+05,8.560333e+05
685,3.013139e+05,9.401528e+05
686,301400,9.441083e+05
687,3.014222e+05,1.023936e+06
688,3.014694e+05,9.196111e+05
689,3.015222e+05,9.473889e+05
690,3.015278e+05,855700
691,3.015861e+05,8.566028e+05
692,3.016583e+05,8.170667e+05
693,3.016667e+05,963975
694,3.016861e+05,9.337583e+05
695,3.016972e+05,9.114694e+05
696,3.017083e+05,8.562528e+05
697,3.017583e+05,8.437528e+05
698,3.017639e+05,8.580556e+05
699,3.018056e+05,9.246417e+05
700,3.018167e+05,9.327361e+05
701,301825,9.693611e+05
702,3.018417e+05,9.085917e+05
703,3.018944e+05,8.263944e+05
704,3.018972e+05,925825
705,3.019056e+05,9.358111e+05
706,3.019222e+05,8.261472e+05
707,3.020083e+05,8.562694e+05
708,3.021389e+05,9.237444e+05
709,3.021417e+05,9.183194e+05
710,3.021722e+05,9.109611e+05
711,3.022222e+05,9.265694e+05
712,3.022389e+05,9.201972e+05
713,3.022556e+05,9.780333e+05
714,3.022639e+05,9.321722e+05
715,3.023278e+05,9.516083e+05
716,3.023472e+05,9.226833e+05
717,3.023556e+05,9.209444e+05
718,3.023556e+05,9.218528e+05
719,3.023583e+05,928225
720,3.023639e+05,9.337722e+05
721,3.023667e+05,9.301361e+05
722,3.023833e+05,909200
723,3.024194e+05,9.325056e+05
724,3.024528e+05,8.564833e+05
725,3.024583e+05,8.770083e+05
726,302500,1032500
727,3.025306e+05,9.418972e+05
728,3.026694e+05,9.774278e+05
729,3.027333e+05,9.189917e+05
730,302750,8.978111e+05
731,302750,9.887167e+05
732,3.027667e+05,9.779083e+05
733,3.027667e+05,9.841167e+05
734,3.027722e+05,9.122361e+05
735,3.028194e+05,8.212222e+05
736,3.028667e+05,8.937611e+05
737,3.028889e+05,9.123417e+05
738,3.028917e+05,8.564056e+05
739,3.029444e+05,8.139333e+05
740,302950,907950
741,302975,9.374333e+05
742,3.029778e+05,9.780167e+05
743,303025,8.197556e+05
744,303025,9.319056e+05
745,3.030778e+05,1.040186e+06
746,3.030861e+05,8.928694e+05
747,3.031167e+05,8.139667e+05
748,3.031167e+05,9.545583e+05
749,3.031306e+05,9.179028e+05
750,3.031333e+05,8.994306e+05
751,3.031389e+05,842475
752,3.031556e+05,892475
753,3.031694e+05,9.204889e+05
754,3.032944e+05,8.275917e+05
755,3.033111e+05,9.249556e+05
756,3.033194e+05,8.165583e+05
757,3.033417e+05,8.139889e+05
758,3.034056e+05,9.755667e+05
759,3.034583e+05,9.652806e+05
760,3.034889e+05,9.417778e+05
761,3.034944e+05,973700
762,3.035028e+05,8.915278e+05
763,3.035361e+05,9.126528e+05
764,3.035472e+05,940725
765,3.035694e+05,8.716389e+05
766,3.035806e+05,9.006556e+05
767,3.035833e+05,1.036606e+06
768,3.035861e+05,9.058611e+05
769,3.036556e+05,8.855611e+05
770,3.036722e+05,8.909278e+05
771,3.036778e+05,9.799139e+05
772,3.037139e+05,9.431222e+05
773,3.037583e+05,8.430083e+05
774,3.037583e+05,8.974833e+05
775,3.038389e+05,872750
776,3.038556e+05,8.861167e+05
777,3.038778e+05,960875
778,3.039333e+05,8.649583e+05
779,3.039417e+05,9.125361e+05
780,3.039583e+05,8.888528e+05
781,303975,9.193139e+05
782,3.040278e+05,922150
783,3.040306e+05,8.824833e+05
784,3.040417e+05,9.015694e+05
785,3.040556e+05,8.661889e+05
786,3.040639e+05,8.768361e+05
787,3.040972e+05,8.666306e+05
788,3.041083e+05,8.170806e+05
789,3.041083e+05,9.143361e+05
790,3.041111e+05,8.882778e+05
791,3.041111e+05,9.206833e+05
792,3.041139e+05,8.853444e+05
793,3.041889e+05,9.701139e+05
794,3.042083e+05,873075
795,3.042111e+05,8.721694e+05
796,3.042472e+05,9.547972e+05
797,304250,8.725194e+05
798,3.042611e+05,8.889083e+05
799,3.042639e+05,8.727972e+05
800,3.043028e+05,8.884222e+05
801,3.043194e+05,8.497583e+05
802,3.043806e+05,8.428083e+05
803,3.043861e+05,9.044139e+05
804,3.043917e+05,9.761972e+05
805,3.044028e+05,8.854361e+05
806,3.044083e+05,8.661361e+05
807,3.044278e+05,872225
808,3.044333e+05,8.504528e+05
809,3.044389e+05,8.568861e+05
810,3.045028e+05,9.343306e+05
811,3.045056e+05,9.115444e+05
812,3.045194e+05,912100
813,3.045556e+05,8.663833e+05
814,3.046139e+05,873150
815,3.046861e+05,8.723611e+05
816,3.046917e+05,8.341306e+05
817,3.046917e+05,8.363028e+05
818,3.047028e+05,9.197833e+05
819,3.047389e+05,8.791917e+05
820,3.047528e+05,9.010083e+05
821,3.047611e+05,8.834222e+05
822,3.047833e+05,900375
823,3.048111e+05,9.269556e+05
824,304850,9.259583e+05
825,3.048528e+05,9.285056e+05
826,3.048667e+05,9.095611e+05
827,304875,8.769972e+05
828,3.048917e+05,9.977167e+05
829,3.049111e+05,9.151944e+05
830,3.049417e+05,924175
831,3.049778e+05,9.499639e+05
832,3.049806e+05,8.613611e+05
